,일시,교통량,기온(°C),강수량(mm),풍속(m/s),휘발유 가격,소요시간
0,2021-01-01 01:00:00,998,-8.7,0.0,2.4,1499.33,400
1,2021-01-01 02:00:00,793,-9.1,0.0,1.6,1499.33,433
2,2021-01-01 03:00:00,700,-9.3,0.0,1.1,1499.33,433
3,2021-01-01 04:00:00,670,-9.3,0.0,0.3,1499.33,425
4,2021-01-01 05:00:00,746,-9.7,0.0,1.9,1499.33,433
5,2021-01-01 06:00:00,1218,-9.7,0.0,2.0,1499.33,433
6,2021-01-01 07:00:00,1594,-9.3,0.0,1.6,1499.33,433
7,2021-01-01 08:00:00,1873,-9.3,0.0,1.6,1499.33,433
8,2021-01-01 09:00:00,2697,-8.6,0.0,2.5,1499.33,433
9,2021-01-01 10:00:00,3883,-6.1,0.0,1.1,1499.33,501
10,2021-01-01 11:00:00,4391,-3.2,0.0,1.7,1499.33,505
11,2021-01-01 12:00:00,4394,-1.1,0.0,2.1,1499.33,542
12,2021-01-01 13:00:00,4296,-0.2,0.0,3.0,1499.33,521
13,2021-01-01 14:00:00,4974,1.4,0.0,1.6,1499.33,516
14,2021-01-01 15:00:00,5012,1.2,0.0,2.6,1499.33,507
15,2021-01-01 16:00:00,5026,-0.2,0.0,3.8,1499.33,507
16,2021-01-01 17:00:00,4688,-0.7,0.0,1.8,1499.33,500
17,2021-01-01 18:00:00,3950,-1.4,0.0,2.1,1499.33,452
18,2021-01-01 19:00:00,3386,-1.5,0.0,2.4,1499.33,452
19,2021-01-01 20:00:00,3220,-1.6,0.0,2.5,1499.33,440
20,2021-01-01 21:00:00,3234,-1.6,0.0,2.3,1499.33,435
21,2021-01-01 22:00:00,2344,-1.8,0.0,2.5,1499.33,456
22,2021-01-01 23:00:00,1393,-2.6,0.0,1.9,1499.33,506
23,2021-01-02 00:00:00,905,-3.4,0.0,2.5,1500.65,433
24,2021-01-02 01:00:00,690,-4.1,0.0,2.3,1500.65,343
25,2021-01-02 02:00:00,635,-5.0,0.0,2.7,1500.65,335
26,2021-01-02 03:00:00,576,-5.8,0.0,1.9,1500.65,433
27,2021-01-02 04:00:00,592,-6.3,0.0,1.7,1500.65,433
28,2021-01-02 05:00:00,1087,-6.6,0.0,1.1,1500.65,433
29,2021-01-02 06:00:00,1765,-6.6,0.0,2.7,1500.65,433
30,2021-01-02 07:00:00,2123,-7.4,0.0,1.5,1500.65,433
31,2021-01-02 08:00:00,2848,-8.3,0.0,1.3,1500.65,433
32,2021-01-02 09:00:00,3658,-7.6,0.0,2.0,1500.65,433
33,2021-01-02 10:00:00,4554,-6.0,0.0,2.3,1500.65,433
34,2021-01-02 11:00:00,4893,-5.3,0.0,3.2,1500.65,430
35,2021-01-02 12:00:00,4965,-3.2,0.0,3.0,1500.65,433
36,2021-01-02 13:00:00,5218,-2.3,0.0,2.5,1500.65,500
37,2021-01-02 14:00:00,5368,-1.5,0.0,4.4,1500.65,433
38,2021-01-02 15:00:00,5317,-2.3,0.0,5.2,1500.65,510
39,2021-01-02 16:00:00,5301,-1.7,0.0,3.4,1500.65,504
40,2021-01-02 17:00:00,5082,-2.3,0.0,4.5,1500.65,438
41,2021-01-02 18:00:00,4911,-3.2,0.0,2.7,1500.65,453
42,2021-01-02 19:00:00,4298,-3.8,0.0,2.8,1500.65,449
43,2021-01-02 20:00:00,3900,-4.2,0.0,2.9,1500.65,433
44,2021-01-02 21:00:00,3950,-5.0,0.0,2.3,1500.65,440
45,2021-01-02 22:00:00,3028,-5.5,0.0,2.8,1500.65,433
46,2021-01-02 23:00:00,1784,-6.1,0.0,1.9,1500.65,419
47,2021-01-03 00:00:00,1172,-6.6,0.0,3.8,1501.2,413
48,2021-01-03 01:00:00,640,-7.3,0.0,2.4,1501.2,433
49,2021-01-03 02:00:00,524,-7.7,0.0,2.0,1501.2,433
50,2021-01-03 03:00:00,396,-8.0,0.0,2.2,1501.2,433
51,2021-01-03 04:00:00,433,-8.3,0.0,1.6,1501.2,347
52,2021-01-03 05:00:00,694,-8.8,0.0,1.0,1501.2,433
53,2021-01-03 06:00:00,1081,-9.0,0.0,1.3,1501.2,433
54,2021-01-03 07:00:00,1477,-8.7,0.0,1.1,1501.2,433
55,2021-01-03 08:00:00,1925,-8.7,0.0,0.9,1501.2,433
56,2021-01-03 09:00:00,2776,-7.6,0.0,1.8,1501.2,735
57,2021-01-03 10:00:00,4135,-5.7,0.0,2.6,1501.2,642
58,2021-01-03 11:00:00,4533,-4.2,0.0,1.9,1501.2,559
59,2021-01-03 12:00:00,5180,-3.1,0.0,2.9,1501.2,537
60,2021-01-03 13:00:00,4883,-2.4,0.0,3.1,1501.2,433
61,2021-01-03 14:00:00,5470,-2.3,0.0,3.6,1501.2,534
62,2021-01-03 15:00:00,5771,-2.4,0.0,3.7,1501.2,433
63,2021-01-03 16:00:00,5493,-2.3,0.0,2.5,1501.2,541
64,2021-01-03 17:00:00,5407,-2.6,0.0,1.9,1501.2,519
65,2021-01-03 18:00:00,4696,-3.6,0.0,2.1,1501.2,507
66,2021-01-03 19:00:00,4621,-4.4,0.0,1.1,1501.2,508
67,2021-01-03 20:00:00,4630,-4.9,0.0,1.4,1501.2,504
68,2021-01-03 21:00:00,4286,-5.3,0.0,0.7,1501.2,450
69,2021-01-03 22:00:00,3597,-5.9,0.0,1.1,1501.2,501
70,2021-01-03 23:00:00,2176,-5.3,0.0,3.2,1501.2,454
71,2021-01-04 00:00:00,1365,-6.2,0.0,0.5,1502.7,433
72,2021-01-04 01:00:00,885,-6.5,0.0,1.3,1502.7,409
73,2021-01-04 02:00:00,738,-7.0,0.0,0.5,1502.7,406
74,2021-01-04 03:00:00,684,-7.1,0.0,0.9,1502.7,408
75,2021-01-04 04:00:00,1153,-7.4,0.0,1.3,1502.7,433
76,2021-01-04 05:00:00,3000,-8.1,0.0,1.7,1502.7,357
77,2021-01-04 06:00:00,6729,-8.1,0.0,2.2,1502.7,433
78,2021-01-04 07:00:00,6514,-8.3,0.0,2.4,1502.7,356
79,2021-01-04 08:00:00,5582,-8.1,0.0,2.3,1502.7,433
80,2021-01-04 09:00:00,5043,-7.6,0.0,2.5,1502.7,359
81,2021-01-04 10:00:00,4200,-5.6,0.0,1.3,1502.7,401
82,2021-01-04 11:00:00,4543,-3.0,0.0,2.4,1502.7,433
83,2021-01-04 12:00:00,5207,-1.5,0.0,2.4,1502.7,418
84,2021-01-04 13:00:00,5010,-0.6,0.0,1.9,1502.7,433
85,2021-01-04 14:00:00,5254,-0.4,0.0,1.6,1502.7,413
86,2021-01-04 15:00:00,5559,0.0,0.0,1.6,1502.7,412
87,2021-01-04 16:00:00,5565,0.2,0.0,1.3,1502.7,425
88,2021-01-04 17:00:00,5538,-0.3,0.0,1.2,1502.7,433
89,2021-01-04 18:00:00,5022,-0.9,0.0,1.0,1502.7,437
90,2021-01-04 19:00:00,4409,-0.9,0.0,1.8,1502.7,449
91,2021-01-04 20:00:00,3736,-0.7,0.0,0.7,1502.7,503
92,2021-01-04 21:00:00,3575,-0.5,0.0,2.3,1502.7,444
93,2021-01-04 22:00:00,2528,-0.6,0.0,2.6,1502.7,433
94,2021-01-04 23:00:00,1679,-1.3,0.0,1.0,1502.7,433
95,2021-01-05 00:00:00,1088,-2.1,0.0,2.4,1505.68,516
96,2021-01-05 01:00:00,903,-2.5,0.0,0.5,1505.68,433
97,2021-01-05 02:00:00,874,-2.5,0.0,1.4,1505.68,456
98,2021-01-05 03:00:00,744,-2.5,0.0,1.0,1505.68,439
99,2021-01-05 04:00:00,942,-2.7,0.0,2.2,1505.68,433
100,2021-01-05 05:00:00,2629,-3.9,0.0,2.7,1505.68,424
101,2021-01-05 06:00:00,5384,-4.2,0.0,3.7,1505.68,433
102,2021-01-05 07:00:00,6329,-4.8,0.0,2.5,1505.68,412
103,2021-01-05 08:00:00,5903,-5.6,0.0,3.1,1505.68,433
104,2021-01-05 09:00:00,4958,-5.8,0.0,3.3,1505.68,433
105,2021-01-05 10:00:00,4713,-5.2,0.0,3.9,1505.68,433
106,2021-01-05 11:00:00,4334,-4.6,0.0,4.4,1505.68,405
107,2021-01-05 12:00:00,4898,-4.6,0.0,4.4,1505.68,427
108,2021-01-05 13:00:00,5208,-4.1,0.0,4.8,1505.68,442
109,2021-01-05 14:00:00,5302,-4.2,0.0,4.3,1505.68,437
110,2021-01-05 15:00:00,5534,-3.8,0.0,4.2,1505.68,427
111,2021-01-05 16:00:00,5925,-3.6,0.0,3.3,1505.68,433
112,2021-01-05 17:00:00,5584,-4.5,0.0,3.6,1505.68,433
113,2021-01-05 18:00:00,5354,-5.7,0.0,2.8,1505.68,430
114,2021-01-05 19:00:00,4429,-6.5,0.0,1.9,1505.68,506
115,2021-01-05 20:00:00,4065,-7.1,0.0,3.6,1505.68,505
116,2021-01-05 21:00:00,3716,-7.6,0.0,4.9,1505.68,433
117,2021-01-05 22:00:00,2778,-8.5,0.0,2.5,1505.68,433
118,2021-01-05 23:00:00,1650,-9.5,0.0,0.9,1505.68,505
119,2021-01-06 00:00:00,1212,-9.9,0.0,1.8,1507.04,455
120,2021-01-06 01:00:00,902,-10.3,0.0,1.8,1507.04,359
121,2021-01-06 02:00:00,792,-10.6,0.0,1.9,1507.04,433
122,2021-01-06 03:00:00,745,-11.1,0.0,1.7,1507.04,433
123,2021-01-06 04:00:00,896,-11.2,0.0,1.3,1507.04,433
124,2021-01-06 05:00:00,2439,-11.6,0.0,1.3,1507.04,535
125,2021-01-06 06:00:00,5130,-11.7,0.0,0.8,1507.04,433
126,2021-01-06 07:00:00,6186,-11.9,0.0,2.2,1507.04,433
127,2021-01-06 08:00:00,6105,-11.7,0.0,2.4,1507.04,433
128,2021-01-06 09:00:00,5555,-10.7,0.0,1.4,1507.04,408
129,2021-01-06 10:00:00,4541,-8.2,0.0,1.6,1507.04,433
130,2021-01-06 11:00:00,4559,-7.0,0.0,2.4,1507.04,510
131,2021-01-06 12:00:00,4696,-6.0,0.0,2.3,1507.04,433
132,2021-01-06 13:00:00,5223,-4.6,0.0,3.0,1507.04,433
133,2021-01-06 14:00:00,4817,-3.6,0.0,3.1,1507.04,433
134,2021-01-06 15:00:00,5055,-2.3,0.0,1.9,1507.04,425
135,2021-01-06 16:00:00,5933,-2.2,0.0,2.9,1507.04,503
136,2021-01-06 17:00:00,5509,-3.2,0.0,2.6,1507.04,433
137,2021-01-06 18:00:00,5374,-3.7,0.0,2.7,1507.04,530
138,2021-01-06 19:00:00,4061,-4.2,0.0,3.4,1507.04,528
139,2021-01-06 20:00:00,2952,-5.5,0.0,1.7,1507.04,542
140,2021-01-06 21:00:00,1947,-5.1,2.2,2.0,1507.04,526
141,2021-01-06 22:00:00,2393,-4.7,0.0,3.5,1507.04,511
142,2021-01-06 23:00:00,1482,-5.6,0.0,3.4,1507.04,433
143,2021-01-07 00:00:00,889,-8.3,0.1,6.4,1508.06,452
144,2021-01-07 01:00:00,726,-9.6,0.0,4.4,1508.06,411
145,2021-01-07 02:00:00,714,-11.6,0.0,5.0,1508.06,420
146,2021-01-07 03:00:00,826,-13.2,0.0,5.6,1508.06,433
147,2021-01-07 04:00:00,830,-14.3,0.0,3.4,1508.06,433
148,2021-01-07 05:00:00,1669,-15.0,0.0,5.6,1508.06,433
149,2021-01-07 06:00:00,3270,-15.6,0.0,5.5,1508.06,420
150,2021-01-07 07:00:00,3348,-16.1,0.0,5.3,1508.06,433
151,2021-01-07 08:00:00,3438,-16.4,0.0,4.3,1508.06,451
152,2021-01-07 09:00:00,3202,-16.2,0.0,2.8,1508.06,444
153,2021-01-07 10:00:00,3346,-15.3,0.0,5.4,1508.06,440
154,2021-01-07 11:00:00,3432,-14.8,0.0,2.2913255789250746,1508.06,436
155,2021-01-07 12:00:00,3396,-13.8,0.0,2.293394363521931,1508.06,434
156,2021-01-07 13:00:00,3716,-13.1,0.0,4.2,1508.06,433
157,2021-01-07 14:00:00,3978,-12.4,0.0,4.4,1508.06,430
158,2021-01-07 15:00:00,4840,-12.4,0.0,4.8,1508.06,439
159,2021-01-07 16:00:00,4710,-12.3,0.0,4.6,1508.06,433
160,2021-01-07 17:00:00,4544,-13.0,0.0,4.5,1508.06,446
161,2021-01-07 18:00:00,3665,-13.7,0.0,1.6,1508.06,446
162,2021-01-07 19:00:00,3509,-14.2,0.0,2.1,1508.06,449
163,2021-01-07 20:00:00,2858,-14.6,0.0,1.4,1508.06,456
164,2021-01-07 21:00:00,2595,-14.9,0.0,2.9,1508.06,433
165,2021-01-07 22:00:00,1841,-15.3,0.0,2.5,1508.06,442
166,2021-01-07 23:00:00,1319,-15.5,0.0,3.3,1508.06,458
167,2021-01-08 00:00:00,882,-15.9,0.0,2.5,1509.13,441
168,2021-01-08 01:00:00,716,-16.5,0.0,1.9,1509.13,433
169,2021-01-08 02:00:00,685,-16.9,0.0,2.4,1509.13,406
170,2021-01-08 03:00:00,622,-17.2,0.0,3.8,1509.13,428
171,2021-01-08 04:00:00,818,-17.5,0.0,3.0,1509.13,433
172,2021-01-08 05:00:00,1918,-17.8,0.0,2.9,1509.13,433
173,2021-01-08 06:00:00,4186,-17.8,0.0,3.7,1509.13,433
174,2021-01-08 07:00:00,4867,-18.2,0.0,1.9,1509.13,433
175,2021-01-08 08:00:00,4646,-18.5,0.0,2.1,1509.13,411
176,2021-01-08 09:00:00,4630,-17.9,0.0,1.9,1509.13,433
177,2021-01-08 10:00:00,4087,-15.6,0.0,3.4,1509.13,433
178,2021-01-08 11:00:00,4179,-14.5,0.0,2.3,1509.13,452
179,2021-01-08 12:00:00,4355,-13.4,0.0,3.2,1509.13,433
180,2021-01-08 13:00:00,4803,-12.2,0.0,3.8,1509.13,425
181,2021-01-08 14:00:00,4714,-11.6,0.0,3.9,1509.13,530
182,2021-01-08 15:00:00,4951,-11.2,0.0,5.6,1509.13,431
183,2021-01-08 16:00:00,5709,-11.3,0.0,5.8,1509.13,442
184,2021-01-08 17:00:00,5444,-11.7,0.0,2.7,1509.13,443
185,2021-01-08 18:00:00,4677,-12.6,0.0,3.0,1509.13,435
186,2021-01-08 19:00:00,4300,-13.1,0.0,3.4,1509.13,427
187,2021-01-08 20:00:00,4478,-13.5,0.0,3.3,1509.13,436
188,2021-01-08 21:00:00,4642,-14.1,0.0,3.2,1509.13,501
189,2021-01-08 22:00:00,3037,-14.5,0.0,2.7,1509.13,456
190,2021-01-08 23:00:00,1986,-15.2,0.0,2.9,1509.13,433
191,2021-01-09 00:00:00,1278,-15.4,0.0,3.1,1510.59,435
192,2021-01-09 01:00:00,867,-15.3,0.0,1.9,1510.59,331
193,2021-01-09 02:00:00,799,-15.1,0.0,1.9,1510.59,403
194,2021-01-09 03:00:00,661,-14.8,0.0,2.6,1510.59,403
195,2021-01-09 04:00:00,810,-15.7,0.0,1.4,1510.59,442
196,2021-01-09 05:00:00,1387,-16.0,0.0,1.2,1510.59,510
197,2021-01-09 06:00:00,2473,-16.4,0.0,1.1,1510.59,415
198,2021-01-09 07:00:00,2613,-16.3,0.0,1.0,1510.59,408
199,2021-01-09 08:00:00,3786,-16.2,0.0,1.5,1510.59,355
200,2021-01-09 09:00:00,4814,-15.2,0.0,0.6,1510.59,355
201,2021-01-09 10:00:00,4696,-12.5,0.0,1.0,1510.59,433
202,2021-01-09 11:00:00,5201,-11.0,0.0,3.3,1510.59,433
203,2021-01-09 12:00:00,4900,-10.1,0.0,3.8,1510.59,433
204,2021-01-09 13:00:00,4850,-9.3,0.0,4.1,1510.59,412
205,2021-01-09 14:00:00,4939,-8.7,0.0,5.8,1510.59,436
206,2021-01-09 15:00:00,4563,-8.2,0.0,3.4,1510.59,418
207,2021-01-09 16:00:00,4503,-7.7,0.0,3.9,1510.59,433
208,2021-01-09 17:00:00,5163,-8.9,0.0,5.4,1510.59,419
209,2021-01-09 18:00:00,4131,-9.7,0.0,3.1,1510.59,439
210,2021-01-09 19:00:00,3733,-10.2,0.0,4.2,1510.59,434
211,2021-01-09 20:00:00,2980,-10.7,0.0,2.1,1510.59,425
212,2021-01-09 21:00:00,3314,-10.9,0.0,2.9,1510.59,427
213,2021-01-09 22:00:00,2186,-11.2,0.0,2.3,1510.59,425
214,2021-01-09 23:00:00,1373,-11.7,0.0,1.8,1510.59,433
215,2021-01-10 00:00:00,875,-12.2,0.0,1.7,1511.49,434
216,2021-01-10 01:00:00,524,-12.4,0.0,1.4,1511.49,433
217,2021-01-10 02:00:00,417,-12.3,0.0,1.4,1511.49,502
218,2021-01-10 03:00:00,334,-12.2,0.0,1.5,1511.49,448
219,2021-01-10 04:00:00,341,-12.5,0.0,0.9,1511.49,431
220,2021-01-10 05:00:00,537,-12.5,0.0,0.6,1511.49,433
221,2021-01-10 06:00:00,1075,-12.6,0.0,1.0,1511.49,432
222,2021-01-10 07:00:00,1481,-12.7,0.0,1.0,1511.49,432
223,2021-01-10 08:00:00,2036,-12.6,0.0,0.3,1511.49,433
224,2021-01-10 09:00:00,2769,-12.2,0.0,2.4,1511.49,433
225,2021-01-10 10:00:00,3439,-9.7,0.0,1.1,1511.49,433
226,2021-01-10 11:00:00,3931,-7.3,0.0,1.7,1511.49,432
227,2021-01-10 12:00:00,4345,-6.0,0.0,1.3,1511.49,433
228,2021-01-10 13:00:00,4823,-3.8,0.0,1.2,1511.49,442
229,2021-01-10 14:00:00,4381,-2.8,0.0,1.5,1511.49,502
230,2021-01-10 15:00:00,4993,-3.2,0.0,1.3,1511.49,504
231,2021-01-10 16:00:00,5262,-3.3,0.0,1.9,1511.49,515
232,2021-01-10 17:00:00,4463,-3.6,0.0,1.5,1511.49,503
233,2021-01-10 18:00:00,3919,-4.2,0.0,0.5,1511.49,456
234,2021-01-10 19:00:00,3474,-4.4,0.0,0.9,1511.49,458
235,2021-01-10 20:00:00,3530,-4.6,0.0,0.9,1511.49,433
236,2021-01-10 21:00:00,3617,-4.8,0.0,1.2,1511.49,433
237,2021-01-10 22:00:00,2782,-5.4,0.0,1.9,1511.49,445
238,2021-01-10 23:00:00,1848,-6.3,0.0,1.0,1511.49,447
239,2021-01-11 00:00:00,1132,-6.6,0.0,2.5,1513.15,440
240,2021-01-11 01:00:00,810,-7.1,0.0,2.6,1513.15,401
241,2021-01-11 02:00:00,677,-7.9,0.0,2.8,1513.15,433
242,2021-01-11 03:00:00,674,-8.5,0.0,1.2,1513.15,400
243,2021-01-11 04:00:00,1066,-9.1,0.0,1.3,1513.15,433
244,2021-01-11 05:00:00,2901,-9.5,0.0,1.1,1513.15,433
245,2021-01-11 06:00:00,5223,-9.5,0.0,1.5,1513.15,433
246,2021-01-11 07:00:00,5138,-9.1,0.0,0.9,1513.15,433
247,2021-01-11 08:00:00,5183,-8.8,0.0,1.5,1513.15,433
248,2021-01-11 09:00:00,4563,-8.4,0.0,3.0,1513.15,433
249,2021-01-11 10:00:00,4690,-7.7,0.0,2.3,1513.15,433
250,2021-01-11 11:00:00,4028,-6.7,0.0,2.4,1513.15,431
251,2021-01-11 12:00:00,5003,-6.1,0.0,2.6,1513.15,433
252,2021-01-11 13:00:00,4520,-5.0,0.0,2.7,1513.15,433
253,2021-01-11 14:00:00,4423,-4.3,0.0,2.2,1513.15,436
254,2021-01-11 15:00:00,5379,-4.1,0.0,2.1,1513.15,433
255,2021-01-11 16:00:00,5550,-4.1,0.0,2.1,1513.15,436
256,2021-01-11 17:00:00,5543,-4.2,0.0,1.7,1513.15,452
257,2021-01-11 18:00:00,4790,-5.1,0.0,2.1,1513.15,548
258,2021-01-11 19:00:00,4256,-5.4,0.0,1.3,1513.15,524
259,2021-01-11 20:00:00,3755,-5.7,0.0,1.4,1513.15,503
260,2021-01-11 21:00:00,3504,-5.9,0.0,1.3,1513.15,433
261,2021-01-11 22:00:00,2553,-6.6,0.0,2.3,1513.15,433
262,2021-01-11 23:00:00,1685,-6.7,0.0,0.7,1513.15,455
263,2021-01-12 00:00:00,1137,-6.1,0.0,1.9,1514.59,507
264,2021-01-12 01:00:00,876,-6.3,0.0,1.1,1514.59,510
265,2021-01-12 02:00:00,771,-7.5,0.0,2.0,1514.59,518
266,2021-01-12 03:00:00,720,-8.2,0.0,2.4,1514.59,457
267,2021-01-12 04:00:00,940,-8.6,0.0,2.3,1514.59,433
268,2021-01-12 05:00:00,2628,-8.9,0.0,2.1,1514.59,433
269,2021-01-12 06:00:00,5705,-9.1,0.0,2.5,1514.59,433
270,2021-01-12 07:00:00,5883,-9.3,0.0,2.4,1514.59,410
271,2021-01-12 08:00:00,6030,-9.1,0.0,2.8,1514.59,433
272,2021-01-12 09:00:00,5064,-7.7,0.0,3.0,1514.59,352
273,2021-01-12 10:00:00,5189,-5.6,0.0,2.3,1514.59,403
274,2021-01-12 11:00:00,4023,-3.9,0.0,1.6,1514.59,433
275,2021-01-12 12:00:00,4712,-1.9,0.0,2.7,1514.59,433
276,2021-01-12 13:00:00,4808,-1.0,0.0,1.3,1514.59,418
277,2021-01-12 14:00:00,5581,-0.7,0.0,1.0,1514.59,413
278,2021-01-12 15:00:00,5082,-0.8,0.1,2.4,1514.59,432
279,2021-01-12 16:00:00,5513,-1.5,0.0,0.8,1514.59,438
280,2021-01-12 17:00:00,5036,-1.1,0.0,1.0,1514.59,441
281,2021-01-12 18:00:00,4683,-0.8,2.3,1.6,1514.59,438
282,2021-01-12 19:00:00,4469,-1.3,0.0,2.2,1514.59,433
283,2021-01-12 20:00:00,3235,-1.2,0.0,2.2,1514.59,439
284,2021-01-12 21:00:00,3269,-0.9,0.2,0.2,1514.59,445
285,2021-01-12 22:00:00,2028,-1.5,0.0,1.6,1514.59,432
286,2021-01-12 23:00:00,1472,-1.8,0.0,1.1,1514.59,433
287,2021-01-13 00:00:00,1060,-2.0,0.0,1.9,1516.21,425
288,2021-01-13 01:00:00,817,-2.1,0.0,2.2,1516.21,422
289,2021-01-13 02:00:00,689,-2.1,0.0,1.8,1516.21,430
290,2021-01-13 03:00:00,653,-2.4,0.0,1.7,1516.21,433
291,2021-01-13 04:00:00,973,-2.8,0.0,2.3,1516.21,425
292,2021-01-13 05:00:00,2101,-2.9,0.0,2.0,1516.21,413
293,2021-01-13 06:00:00,4891,-2.7,0.0,1.7,1516.21,433
294,2021-01-13 07:00:00,5312,-3.0,0.0,2.5,1516.21,433
295,2021-01-13 08:00:00,5573,-2.9,0.0,2.5,1516.21,433
296,2021-01-13 09:00:00,5277,-2.1,0.0,2.4,1516.21,433
297,2021-01-13 10:00:00,4653,-0.6,0.0,2.2,1516.21,432
298,2021-01-13 11:00:00,4479,1.4,0.0,2.1,1516.21,433
299,2021-01-13 12:00:00,4724,2.9,0.0,2.2,1516.21,443
300,2021-01-13 13:00:00,4576,4.4,0.0,2.0,1516.21,451
301,2021-01-13 14:00:00,5091,7.3,0.0,3.3,1516.21,454
302,2021-01-13 15:00:00,5586,8.2,0.0,3.4,1516.21,433
303,2021-01-13 16:00:00,5847,8.0,0.0,4.8,1516.21,433
304,2021-01-13 17:00:00,5424,7.3,0.0,3.5,1516.21,501
305,2021-01-13 18:00:00,5064,6.9,0.0,2.2,1516.21,450
306,2021-01-13 19:00:00,4403,5.8,0.0,2.1,1516.21,428
307,2021-01-13 20:00:00,4444,5.1,0.0,2.8,1516.21,429
308,2021-01-13 21:00:00,3582,3.9,0.0,2.0,1516.21,434
309,2021-01-13 22:00:00,2662,2.8,0.0,1.8,1516.21,437
310,2021-01-13 23:00:00,1868,1.9,0.0,1.9,1516.21,410
311,2021-01-14 00:00:00,1324,0.9,0.0,1.8,1519.27,433
312,2021-01-14 01:00:00,899,0.3,0.0,1.9,1519.27,444
313,2021-01-14 02:00:00,774,-0.6,0.0,1.7,1519.27,433
314,2021-01-14 03:00:00,707,-1.2,0.0,1.4,1519.27,427
315,2021-01-14 04:00:00,1166,-2.1,0.0,1.0,1519.27,433
316,2021-01-14 05:00:00,2522,-2.4,0.0,1.6,1519.27,423
317,2021-01-14 06:00:00,4785,-2.8,0.0,2.6,1519.27,433
318,2021-01-14 07:00:00,6487,-3.1,0.0,1.9,1519.27,433
319,2021-01-14 08:00:00,6038,-3.4,0.0,1.0,1519.27,433
320,2021-01-14 09:00:00,5967,-3.0,0.0,2.5,1519.27,433
321,2021-01-14 10:00:00,4876,-0.6,0.0,1.4,1519.27,410
322,2021-01-14 11:00:00,4465,1.4,0.0,1.7,1519.27,419
323,2021-01-14 12:00:00,4972,3.3,0.0,3.2,1519.27,413
324,2021-01-14 13:00:00,4734,4.7,0.0,3.1,1519.27,429
325,2021-01-14 14:00:00,5139,5.9,0.0,3.7,1519.27,433
326,2021-01-14 15:00:00,5333,6.8,0.0,2.4,1519.27,427
327,2021-01-14 16:00:00,6014,6.8,0.0,2.4,1519.27,439
328,2021-01-14 17:00:00,6285,5.9,0.0,2.4,1519.27,433
329,2021-01-14 18:00:00,5836,4.5,0.0,2.4,1519.27,428
330,2021-01-14 19:00:00,4913,3.9,0.0,2.7,1519.27,427
331,2021-01-14 20:00:00,4207,3.8,0.0,3.4,1519.27,433
332,2021-01-14 21:00:00,4308,3.5,0.0,2.7,1519.27,432
333,2021-01-14 22:00:00,3121,3.3,0.0,2.8,1519.27,450
334,2021-01-14 23:00:00,1860,2.8,0.0,1.7,1519.27,456
335,2021-01-15 00:00:00,1345,2.1,0.0,2.2,1520.48,445
336,2021-01-15 01:00:00,972,2.2,0.0,2.7,1520.48,440
337,2021-01-15 02:00:00,807,2.6,0.0,2.6,1520.48,433
338,2021-01-15 03:00:00,759,3.2,0.0,2.7,1520.48,434
339,2021-01-15 04:00:00,1113,3.2,0.0,2.1,1520.48,433
340,2021-01-15 05:00:00,2665,3.5,0.0,2.0,1520.48,433
341,2021-01-15 06:00:00,5553,3.7,0.0,2.5,1520.48,433
342,2021-01-15 07:00:00,6105,3.8,0.0,2.5,1520.48,433
343,2021-01-15 08:00:00,5734,4.2,0.0,2.2,1520.48,418
344,2021-01-15 09:00:00,5887,4.8,0.0,2.4,1520.48,358
345,2021-01-15 10:00:00,4853,5.5,0.0,2.1,1520.48,405
346,2021-01-15 11:00:00,4691,6.3,0.0,1.9,1520.48,440
347,2021-01-15 12:00:00,5068,8.8,0.0,3.1,1520.48,429
348,2021-01-15 13:00:00,5377,9.8,0.0,4.8,1520.48,435
349,2021-01-15 14:00:00,5401,9.8,0.0,5.2,1520.48,452
350,2021-01-15 15:00:00,5104,9.2,0.2,5.6,1520.48,433
351,2021-01-15 16:00:00,6237,7.7,0.0,3.5,1520.48,507
352,2021-01-15 17:00:00,6287,6.7,0.0,4.1,1520.48,458
353,2021-01-15 18:00:00,5211,5.3,0.0,3.7,1520.48,453
354,2021-01-15 19:00:00,5195,4.0,0.0,3.7,1520.48,452
355,2021-01-15 20:00:00,5489,3.1,0.0,4.9,1520.48,440
356,2021-01-15 21:00:00,5457,1.5,0.0,4.1,1520.48,429
357,2021-01-15 22:00:00,4411,0.8,0.0,3.3,1520.48,433
358,2021-01-15 23:00:00,2613,0.2,0.0,3.3,1520.48,421
359,2021-01-16 00:00:00,1619,-0.7,0.0,2.8,1521.82,412
360,2021-01-16 01:00:00,1041,-1.7,0.0,2.6,1521.82,505
361,2021-01-16 02:00:00,927,-2.4,0.0,3.0,1521.82,433
362,2021-01-16 03:00:00,799,-3.1,0.0,2.9,1521.82,433
363,2021-01-16 04:00:00,915,-4.0,0.0,2.7,1521.82,433
364,2021-01-16 05:00:00,1825,-4.7,0.0,3.0,1521.82,433
365,2021-01-16 06:00:00,2949,-5.4,0.0,3.2,1521.82,433
366,2021-01-16 07:00:00,3134,-6.0,0.0,2.2,1521.82,433
367,2021-01-16 08:00:00,4532,-6.6,0.0,3.4,1521.82,433
368,2021-01-16 09:00:00,4855,-6.5,0.0,3.1,1521.82,413
369,2021-01-16 10:00:00,5904,-5.8,0.0,3.5,1521.82,433
