,일시,교통량,기온(°C),강수량(mm),풍속(m/s),휘발유 가격,소요시간
1741,2021-03-14 14:00:00,5938,13.7,0.0,2.6,1596.14,422
1742,2021-03-14 15:00:00,5906,14.4,0.0,3.3,1596.14,422
1743,2021-03-14 16:00:00,5848,14.6,0.0,2.3,1596.14,428
1744,2021-03-14 17:00:00,6019,13.8,0.0,3.0,1596.14,430
1745,2021-03-14 18:00:00,5603,11.9,0.0,3.5,1596.14,412
1746,2021-03-14 19:00:00,5777,10.4,0.0,3.0,1596.14,407
1747,2021-03-14 20:00:00,5067,9.5,0.0,3.0,1596.14,433
1748,2021-03-14 21:00:00,5826,9.0,0.0,1.9,1596.14,428
1749,2021-03-14 22:00:00,4367,8.7,0.0,1.6,1596.14,419
1750,2021-03-14 23:00:00,2901,8.5,0.0,2.1,1596.14,417
1751,2021-03-15 00:00:00,1693,7.6,0.0,0.9,1598.19,429
1752,2021-03-15 01:00:00,1008,7.0,0.0,0.9,1598.19,325
1753,2021-03-15 02:00:00,957,6.7,0.0,0.6,1598.19,433
1754,2021-03-15 03:00:00,779,6.4,0.0,0.9,1598.19,433
1755,2021-03-15 04:00:00,1261,5.9,0.0,0.7,1598.19,433
1756,2021-03-15 05:00:00,3992,5.6,0.0,1.0,1598.19,433
1757,2021-03-15 06:00:00,7303,5.2,0.0,2.3,1598.19,433
1758,2021-03-15 07:00:00,6653,5.1,0.0,2.0,1598.19,542
1759,2021-03-15 08:00:00,5440,6.0,0.0,2.1,1598.19,433
1760,2021-03-15 09:00:00,5115,7.6,0.0,2.0,1598.19,503
1761,2021-03-15 10:00:00,4934,9.5,0.0,1.8,1598.19,500
1762,2021-03-15 11:00:00,4645,12.0,0.0,2.3,1598.19,500
1763,2021-03-15 12:00:00,5116,13.3,0.0,2.6,1598.19,452
1764,2021-03-15 13:00:00,5485,14.4,0.0,2.9,1598.19,433
1765,2021-03-15 14:00:00,5566,14.8,0.0,2.9,1598.19,433
1766,2021-03-15 15:00:00,6074,15.6,0.0,2.4,1598.19,451
1767,2021-03-15 16:00:00,5407,15.4,0.0,2.8,1598.19,444
1768,2021-03-15 17:00:00,6928,14.9,0.0,3.4,1598.19,447
1769,2021-03-15 18:00:00,5567,13.7,0.0,3.4,1598.19,500
1770,2021-03-15 19:00:00,5547,12.9,0.0,3.2,1598.19,457
1771,2021-03-15 20:00:00,4739,12.7,0.0,3.4,1598.19,458
1772,2021-03-15 21:00:00,4458,12.6,0.0,3.9,1598.19,433
1773,2021-03-15 22:00:00,3208,12.3,0.0,4.2,1598.19,503
1774,2021-03-15 23:00:00,2081,11.5,0.0,2.8,1598.19,521
1775,2021-03-16 00:00:00,1414,10.7,1.7,3.5,1602.88,531
1776,2021-03-16 01:00:00,1039,9.8,0.0,4.2,1602.88,433
1777,2021-03-16 02:00:00,868,9.3,0.0,2.7,1602.88,359
1778,2021-03-16 03:00:00,886,9.2,1.3,2.4,1602.88,335
1779,2021-03-16 04:00:00,1124,8.9,0.0,3.1,1602.88,353
1780,2021-03-16 05:00:00,2881,7.8,0.0,2.8,1602.88,433
1781,2021-03-16 06:00:00,6281,6.6,0.0,2.0,1602.88,433
1782,2021-03-16 07:00:00,7041,5.6,0.0,1.8,1602.88,433
1783,2021-03-16 08:00:00,6173,5.4,0.0,3.1,1602.88,433
1784,2021-03-16 09:00:00,5297,6.2,0.0,2.8,1602.88,433
1785,2021-03-16 10:00:00,4590,7.6,0.0,3.7,1602.88,433
1786,2021-03-16 11:00:00,4512,8.5,0.0,4.4,1602.88,351
1787,2021-03-16 12:00:00,5017,10.2,0.0,2.5,1602.88,348
1788,2021-03-16 13:00:00,5423,11.5,0.0,3.0,1602.88,410
1789,2021-03-16 14:00:00,5475,12.6,0.0,2.9,1602.88,433
1790,2021-03-16 15:00:00,5583,12.6,0.0,4.0,1602.88,420
1791,2021-03-16 16:00:00,6401,12.4,0.0,4.3,1602.88,421
1792,2021-03-16 17:00:00,6582,12.0,0.0,3.6,1602.88,416
1793,2021-03-16 18:00:00,5966,10.5,0.0,4.0,1602.88,424
1794,2021-03-16 19:00:00,5313,9.1,0.0,3.7,1602.88,423
1795,2021-03-16 20:00:00,4736,7.9,0.0,2.6,1602.88,432
1796,2021-03-16 21:00:00,4664,6.6,0.0,2.5,1602.88,430
1797,2021-03-16 22:00:00,3669,6.0,0.0,3.3,1602.88,433
1798,2021-03-16 23:00:00,2083,5.7,0.0,2.9,1602.88,428
1799,2021-03-17 00:00:00,1389,4.9,0.0,2.0,1606.69,433
1800,2021-03-17 01:00:00,1090,4.5,0.0,1.5,1606.69,353
1801,2021-03-17 02:00:00,913,4.1,0.0,1.0,1606.69,355
1802,2021-03-17 03:00:00,861,3.6,0.0,1.2,1606.69,400
1803,2021-03-17 04:00:00,1127,3.2,0.0,1.3,1606.69,417
1804,2021-03-17 05:00:00,3071,2.7,0.0,1.1,1606.69,422
1805,2021-03-17 06:00:00,6280,2.2,0.0,0.5,1606.69,433
1806,2021-03-17 07:00:00,6652,1.9,0.0,1.4,1606.69,433
1807,2021-03-17 08:00:00,6049,2.8,0.0,2.1,1606.69,414
1808,2021-03-17 09:00:00,5600,5.8,0.0,2.2,1606.69,433
1809,2021-03-17 10:00:00,5144,8.5,0.0,1.6,1606.69,418
1810,2021-03-17 11:00:00,4501,10.6,0.0,2.1,1606.69,415
1811,2021-03-17 12:00:00,4329,12.7,0.0,2.2,1606.69,432
1812,2021-03-17 13:00:00,4766,14.2,0.0,1.9,1606.69,445
1813,2021-03-17 14:00:00,3742,15.5,0.0,1.1,1606.69,453
1814,2021-03-17 15:00:00,6265,16.7,0.0,2.7,1606.69,433
1815,2021-03-17 16:00:00,6284,17.4,0.0,2.0,1606.69,508
1816,2021-03-17 17:00:00,6830,16.4,0.0,3.8,1606.69,433
1817,2021-03-17 18:00:00,5964,13.7,0.0,3.4,1606.69,433
1818,2021-03-17 19:00:00,5379,11.0,0.0,2.8,1606.69,433
1819,2021-03-17 20:00:00,5169,9.5,0.0,1.0,1606.69,528
1820,2021-03-17 21:00:00,4737,8.6,0.0,1.6,1606.69,433
1821,2021-03-17 22:00:00,3546,8.8,0.0,2.2,1606.69,453
1822,2021-03-17 23:00:00,2170,7.9,0.0,1.0,1606.69,453
1823,2021-03-18 00:00:00,1391,7.2,0.0,0.9,1609.05,350
1824,2021-03-18 01:00:00,1018,6.9,0.0,1.2,1609.05,425
1825,2021-03-18 02:00:00,954,6.2,0.0,1.6,1609.05,433
1826,2021-03-18 03:00:00,837,5.9,0.0,1.0,1609.05,433
1827,2021-03-18 04:00:00,1106,5.5,0.0,2.0,1609.05,428
1828,2021-03-18 05:00:00,3154,5.4,0.0,1.4,1609.05,433
1829,2021-03-18 06:00:00,6317,5.1,0.0,2.5,1609.05,433
1830,2021-03-18 07:00:00,6714,5.1,0.0,1.0,1609.05,433
1831,2021-03-18 08:00:00,6333,6.1,0.0,1.5,1609.05,433
1832,2021-03-18 09:00:00,6092,8.8,0.0,1.8,1609.05,433
1833,2021-03-18 10:00:00,4799,11.5,0.0,2.4,1609.05,433
1834,2021-03-18 11:00:00,4688,13.6,0.0,2.3,1609.05,433
1835,2021-03-18 12:00:00,5385,15.2,0.0,1.9,1609.05,433
1836,2021-03-18 13:00:00,5562,16.6,0.0,1.9,1609.05,432
1837,2021-03-18 14:00:00,5406,16.3,0.0,1.8,1609.05,433
1838,2021-03-18 15:00:00,6276,17.8,0.0,2.0,1609.05,432
1839,2021-03-18 16:00:00,6183,18.1,0.0,1.3,1609.05,457
1840,2021-03-18 17:00:00,7204,16.9,0.0,3.7,1609.05,433
1841,2021-03-18 18:00:00,5775,15.3,0.0,3.3,1609.05,512
1842,2021-03-18 19:00:00,5813,14.2,0.0,1.7,1609.05,501
1843,2021-03-18 20:00:00,5494,13.6,0.0,1.3,1609.05,455
1844,2021-03-18 21:00:00,4900,13.3,0.0,2.1,1609.05,446
1845,2021-03-18 22:00:00,3587,12.9,0.0,1.4,1609.05,450
1846,2021-03-18 23:00:00,2431,12.7,0.0,1.1,1609.05,430
1847,2021-03-19 00:00:00,1587,12.5,0.0,0.8,1611.26,432
1848,2021-03-19 01:00:00,1074,12.4,0.0,1.7,1611.26,433
1849,2021-03-19 02:00:00,965,12.5,0.0,2.4,1611.26,419
1850,2021-03-19 03:00:00,835,12.4,0.0,2.6,1611.26,433
1851,2021-03-19 04:00:00,1157,12.2,0.0,1.8,1611.26,417
1852,2021-03-19 05:00:00,3064,12.0,0.0,1.8,1611.26,433
1853,2021-03-19 06:00:00,5971,11.6,0.0,1.3,1611.26,433
1854,2021-03-19 07:00:00,6629,11.6,0.0,2.6,1611.26,400
1855,2021-03-19 08:00:00,6548,11.6,0.0,2.1,1611.26,401
1856,2021-03-19 09:00:00,5372,12.9,0.0,2.7,1611.26,433
1857,2021-03-19 10:00:00,5169,14.4,0.0,3.1,1611.26,353
1858,2021-03-19 11:00:00,4658,15.6,0.0,3.2,1611.26,433
1859,2021-03-19 12:00:00,5005,17.4,0.0,2.2,1611.26,404
1860,2021-03-19 13:00:00,5814,18.4,0.0,2.9,1611.26,427
1861,2021-03-19 14:00:00,6105,19.2,0.0,1.8,1611.26,433
1862,2021-03-19 15:00:00,5743,19.8,0.0,2.4,1611.26,436
1863,2021-03-19 16:00:00,6464,20.2,0.0,2.5,1611.26,433
1864,2021-03-19 17:00:00,6919,19.9,0.0,2.1,1611.26,438
1865,2021-03-19 18:00:00,6064,18.0,0.0,3.9,1611.26,430
1866,2021-03-19 19:00:00,6241,16.1,0.0,3.1,1611.26,433
1867,2021-03-19 20:00:00,6189,15.5,0.0,2.6,1611.26,424
1868,2021-03-19 21:00:00,6704,15.2,0.0,1.8,1611.26,420
1869,2021-03-19 22:00:00,5474,14.8,0.0,0.9,1611.26,409
1870,2021-03-19 23:00:00,3210,14.8,0.0,3.0,1611.26,426
1871,2021-03-20 00:00:00,2010,14.7,0.0,2.9,1612.12,433
1872,2021-03-20 01:00:00,1333,14.2,0.0,2.6,1612.12,351
1873,2021-03-20 02:00:00,1162,13.7,0.0,2.7,1612.12,358
1874,2021-03-20 03:00:00,907,13.3,0.0,2.9,1612.12,433
1875,2021-03-20 04:00:00,1177,12.7,0.0,2.6,1612.12,433
1876,2021-03-20 05:00:00,2252,12.2,0.0,2.4,1612.12,433
1877,2021-03-20 06:00:00,3167,12.0,0.0,2.9,1612.12,433
1878,2021-03-20 07:00:00,4088,11.8,0.0,2.5,1612.12,433
1879,2021-03-20 08:00:00,5024,11.4,0.0,2.5,1612.12,433
1880,2021-03-20 09:00:00,5276,10.6,0.0,3.8,1612.12,433
1881,2021-03-20 10:00:00,5540,9.1,0.0,1.5,1612.12,345
1882,2021-03-20 11:00:00,5378,8.8,0.0,1.5,1612.12,349
1883,2021-03-20 12:00:00,5546,8.8,3.7,0.5,1612.12,433
1884,2021-03-20 13:00:00,5325,8.8,0.0,1.6,1612.12,433
1885,2021-03-20 14:00:00,5715,9.0,0.0,1.5,1612.12,401
1886,2021-03-20 15:00:00,4495,9.2,1.2,0.8,1612.12,405
1887,2021-03-20 16:00:00,5823,9.5,0.0,1.6,1612.12,418
1888,2021-03-20 17:00:00,6039,9.5,0.0,1.5,1612.12,429
1889,2021-03-20 18:00:00,5400,9.4,0.0,2.8,1612.12,423
1890,2021-03-20 19:00:00,4737,8.9,0.0,2.1,1612.12,411
1891,2021-03-20 20:00:00,4639,8.6,0.0,2.0,1612.12,408
1892,2021-03-20 21:00:00,4247,8.3,0.2,3.2,1612.12,411
1893,2021-03-20 22:00:00,3494,7.9,0.0,2.8,1612.12,433
1894,2021-03-20 23:00:00,2248,7.7,0.0,3.7,1612.12,433
1895,2021-03-21 00:00:00,1338,7.4,0.0,2.5,1613.2,433
1896,2021-03-21 01:00:00,844,7.1,0.0,2.7,1613.2,342
1897,2021-03-21 02:00:00,563,6.7,0.0,2.8,1613.2,342
1898,2021-03-21 03:00:00,475,6.2,0.0,3.4,1613.2,410
1899,2021-03-21 04:00:00,506,5.5,0.0,2.6,1613.2,433
1900,2021-03-21 05:00:00,1145,5.1,0.0,3.2,1613.2,433
1901,2021-03-21 06:00:00,1728,4.7,0.0,2.9,1613.2,433
1902,2021-03-21 07:00:00,2427,4.7,0.0,3.5,1613.2,433
1903,2021-03-21 08:00:00,3270,4.9,0.0,3.2,1613.2,416
1904,2021-03-21 09:00:00,4762,5.5,0.0,3.0,1613.2,433
1905,2021-03-21 10:00:00,5243,5.9,0.0,3.1,1613.2,407
1906,2021-03-21 11:00:00,5435,6.7,0.0,3.4,1613.2,433
1907,2021-03-21 12:00:00,5714,8.0,0.0,5.7,1613.2,403
1908,2021-03-21 13:00:00,5552,6.7,0.0,3.2,1613.2,417
1909,2021-03-21 14:00:00,5755,7.9,0.0,5.6,1613.2,433
1910,2021-03-21 15:00:00,6210,8.0,0.3,5.4,1613.2,424
1911,2021-03-21 16:00:00,5958,7.8,0.0,5.7,1613.2,430
1912,2021-03-21 17:00:00,5891,7.2,0.0,6.4,1613.2,436
1913,2021-03-21 18:00:00,6047,6.1,0.0,5.8,1613.2,431
1914,2021-03-21 19:00:00,5386,5.3,0.0,5.0,1613.2,433
1915,2021-03-21 20:00:00,5491,5.2,0.0,4.6,1613.2,430
1916,2021-03-21 21:00:00,5376,4.6,0.0,5.1,1613.2,439
1917,2021-03-21 22:00:00,4204,3.9,0.0,5.0,1613.2,433
1918,2021-03-21 23:00:00,2950,3.5,0.0,3.7,1613.2,433
1919,2021-03-22 00:00:00,1592,3.2,0.0,3.9,1614.1,442
1920,2021-03-22 01:00:00,1047,2.8,0.0,2.7,1614.1,504
1921,2021-03-22 02:00:00,945,2.5,0.0,3.0,1614.1,433
1922,2021-03-22 03:00:00,805,2.2,0.0,2.8,1614.1,435
1923,2021-03-22 04:00:00,1373,1.9,0.0,2.2,1614.1,433
1924,2021-03-22 05:00:00,4154,1.7,0.0,2.0,1614.1,433
1925,2021-03-22 06:00:00,6979,1.5,0.0,2.7,1614.1,433
1926,2021-03-22 07:00:00,7105,1.1,0.0,0.3,1614.1,433
1927,2021-03-22 08:00:00,5692,2.3,0.0,1.8,1614.1,433
1928,2021-03-22 09:00:00,5108,4.8,0.0,2.9,1614.1,433
1929,2021-03-22 10:00:00,5172,6.7,0.0,3.5,1614.1,422
1930,2021-03-22 11:00:00,4500,8.2,0.0,3.1,1614.1,426
1931,2021-03-22 12:00:00,5147,9.9,0.0,3.6,1614.1,433
1932,2021-03-22 13:00:00,5542,10.2,0.0,4.7,1614.1,442
1933,2021-03-22 14:00:00,5279,10.6,0.0,5.2,1614.1,442
1934,2021-03-22 15:00:00,5792,10.6,0.0,4.8,1614.1,446
1935,2021-03-22 16:00:00,6138,10.6,0.0,5.3,1614.1,446
1936,2021-03-22 17:00:00,6717,10.8,0.0,3.6,1614.1,502
1937,2021-03-22 18:00:00,6034,9.3,0.0,5.0,1614.1,447
1938,2021-03-22 19:00:00,5312,8.1,0.0,3.4,1614.1,433
1939,2021-03-22 20:00:00,4513,7.1,0.0,3.3,1614.1,433
1940,2021-03-22 21:00:00,4418,6.4,0.0,3.2,1614.1,433
1941,2021-03-22 22:00:00,3257,5.8,0.0,1.5,1614.1,433
1942,2021-03-22 23:00:00,2111,5.4,0.0,2.5,1614.1,446
1943,2021-03-23 00:00:00,1465,5.1,0.0,2.3,1614.98,451
1944,2021-03-23 01:00:00,1034,4.8,0.0,1.9,1614.98,409
1945,2021-03-23 02:00:00,947,4.3,0.0,1.8,1614.98,433
1946,2021-03-23 03:00:00,834,3.8,0.0,0.6,1614.98,419
1947,2021-03-23 04:00:00,1150,3.3,0.0,0.5,1614.98,433
1948,2021-03-23 05:00:00,3032,2.7,0.0,1.5,1614.98,433
1949,2021-03-23 06:00:00,6111,2.9,0.0,1.8,1614.98,433
1950,2021-03-23 07:00:00,6942,2.8,0.0,2.3,1614.98,433
1951,2021-03-23 08:00:00,6568,3.9,0.0,2.5,1614.98,433
1952,2021-03-23 09:00:00,5985,6.3,0.0,1.3,1614.98,433
1953,2021-03-23 10:00:00,5259,8.5,0.0,1.3,1614.98,433
1954,2021-03-23 11:00:00,4605,10.8,0.0,3.1,1614.98,433
1955,2021-03-23 12:00:00,5061,12.8,0.0,3.5,1614.98,431
1956,2021-03-23 13:00:00,5441,14.6,0.0,4.3,1614.98,433
1957,2021-03-23 14:00:00,6059,15.5,0.0,4.5,1614.98,433
1958,2021-03-23 15:00:00,5639,16.0,0.0,3.4,1614.98,422
1959,2021-03-23 16:00:00,6565,15.3,0.0,4.1,1614.98,433
1960,2021-03-23 17:00:00,6794,14.8,0.0,4.4,1614.98,414
1961,2021-03-23 18:00:00,6355,12.7,0.0,5.0,1614.98,418
1962,2021-03-23 19:00:00,5681,11.2,0.0,3.1,1614.98,404
1963,2021-03-23 20:00:00,4944,10.2,0.0,3.4,1614.98,418
1964,2021-03-23 21:00:00,4745,9.5,0.0,1.8,1614.98,419
1965,2021-03-23 22:00:00,3574,9.2,0.0,2.0,1614.98,422
1966,2021-03-23 23:00:00,2162,8.7,0.0,1.6,1614.98,417
1967,2021-03-24 00:00:00,1420,8.5,0.0,2.2,1615.43,407
1968,2021-03-24 01:00:00,1046,8.3,0.0,3.4,1615.43,345
1969,2021-03-24 02:00:00,968,7.8,0.0,1.0,1615.43,355
1970,2021-03-24 03:00:00,863,7.7,0.0,3.0,1615.43,433
1971,2021-03-24 04:00:00,1168,7.3,0.0,1.6,1615.43,433
1972,2021-03-24 05:00:00,3007,6.6,0.0,1.1,1615.43,425
1973,2021-03-24 06:00:00,6120,5.9,0.0,0.7,1615.43,446
1974,2021-03-24 07:00:00,6558,5.9,0.0,2.0,1615.43,409
1975,2021-03-24 08:00:00,6261,6.6,0.0,2.1,1615.43,433
1976,2021-03-24 09:00:00,5021,8.6,0.0,1.7,1615.43,433
1977,2021-03-24 10:00:00,5332,10.1,0.0,2.8,1615.43,400
1978,2021-03-24 11:00:00,4291,12.0,0.0,2.3,1615.43,401
1979,2021-03-24 12:00:00,5085,13.8,0.0,2.8,1615.43,412
1980,2021-03-24 13:00:00,5695,15.0,0.0,3.2,1615.43,432
1981,2021-03-24 14:00:00,5280,15.8,0.0,3.7,1615.43,443
1982,2021-03-24 15:00:00,5681,16.6,0.0,3.6,1615.43,501
1983,2021-03-24 16:00:00,6366,16.7,0.0,2.4,1615.43,508
1984,2021-03-24 17:00:00,6799,15.4,0.0,4.3,1615.43,433
1985,2021-03-24 18:00:00,5874,14.1,0.0,4.1,1615.43,433
1986,2021-03-24 19:00:00,5434,11.9,0.0,3.4,1615.43,433
1987,2021-03-24 20:00:00,4855,10.8,0.0,3.0,1615.43,433
1988,2021-03-24 21:00:00,4552,10.5,0.0,2.2,1615.43,433
1989,2021-03-24 22:00:00,3610,10.0,0.0,1.2,1615.43,433
1990,2021-03-24 23:00:00,2417,9.3,0.0,1.3,1615.43,428
1991,2021-03-25 00:00:00,1457,9.1,0.0,0.8,1615.96,430
1992,2021-03-25 01:00:00,1140,8.9,0.0,1.1,1615.96,516
1993,2021-03-25 02:00:00,914,8.9,0.0,0.8,1615.96,433
1994,2021-03-25 03:00:00,917,9.0,0.0,1.2,1615.96,433
1995,2021-03-25 04:00:00,1199,9.0,0.0,1.9,1615.96,453
1996,2021-03-25 05:00:00,3247,9.0,0.0,0.6,1615.96,433
1997,2021-03-25 06:00:00,6266,9.1,0.0,0.8,1615.96,433
1998,2021-03-25 07:00:00,6732,8.5,0.0,1.8,1615.96,433
1999,2021-03-25 08:00:00,5439,8.8,0.0,1.8,1615.96,430
2000,2021-03-25 09:00:00,5436,10.1,0.0,1.1,1615.96,433
2001,2021-03-25 10:00:00,4663,12.7,0.0,1.4,1615.96,433
2002,2021-03-25 11:00:00,4369,14.6,0.0,2.5,1615.96,437
2003,2021-03-25 12:00:00,5004,15.8,0.0,3.0,1615.96,433
2004,2021-03-25 13:00:00,5278,17.1,0.0,3.0,1615.96,440
2005,2021-03-25 14:00:00,6009,18.8,0.0,2.8,1615.96,433
2006,2021-03-25 15:00:00,5972,18.5,0.0,3.2,1615.96,439
2007,2021-03-25 16:00:00,6440,18.1,0.0,3.8,1615.96,445
2008,2021-03-25 17:00:00,6564,17.5,0.0,2.9,1615.96,453
2009,2021-03-25 18:00:00,6575,15.5,0.0,3.7,1615.96,455
2010,2021-03-25 19:00:00,5639,13.1,0.0,3.4,1615.96,450
2011,2021-03-25 20:00:00,5003,11.9,0.0,2.9,1615.96,441
2012,2021-03-25 21:00:00,4953,10.0,0.0,3.3,1615.96,433
2013,2021-03-25 22:00:00,3754,8.6,0.0,2.0,1615.96,434
2014,2021-03-25 23:00:00,2490,7.5,0.0,2.2,1615.96,433
2015,2021-03-26 00:00:00,1667,6.8,0.0,2.4,1615.93,429
2016,2021-03-26 01:00:00,1177,6.1,0.0,1.7,1615.93,425
2017,2021-03-26 02:00:00,983,5.8,0.0,1.6,1615.93,433
2018,2021-03-26 03:00:00,941,5.7,0.0,1.3,1615.93,433
2019,2021-03-26 04:00:00,1237,5.4,0.0,1.4,1615.93,433
2020,2021-03-26 05:00:00,3076,5.2,0.0,0.9,1615.93,433
2021,2021-03-26 06:00:00,6039,5.0,0.0,1.0,1615.93,433
2022,2021-03-26 07:00:00,6342,4.9,0.0,0.9,1615.93,433
2023,2021-03-26 08:00:00,6528,5.8,0.0,0.3,1615.93,839
2024,2021-03-26 09:00:00,5250,8.4,0.0,1.9,1615.93,719
2025,2021-03-26 10:00:00,4778,10.8,0.0,1.2,1615.93,618
2026,2021-03-26 11:00:00,4461,13.7,0.0,1.0,1615.93,433
2027,2021-03-26 12:00:00,5405,15.4,0.0,0.8,1615.93,433
2028,2021-03-26 13:00:00,5915,17.3,0.0,2.0,1615.93,433
2029,2021-03-26 14:00:00,5871,18.9,0.0,1.3,1615.93,509
2030,2021-03-26 15:00:00,6381,19.8,0.0,1.3,1615.93,500
2031,2021-03-26 16:00:00,6332,20.6,0.0,2.1,1615.93,444
2032,2021-03-26 17:00:00,6482,19.4,0.0,1.3,1615.93,430
2033,2021-03-26 18:00:00,6164,18.9,0.0,1.4,1615.93,430
2034,2021-03-26 19:00:00,5624,16.9,0.0,2.4,1615.93,433
2035,2021-03-26 20:00:00,6397,15.8,0.0,0.9,1615.93,425
2036,2021-03-26 21:00:00,6596,14.9,0.0,0.8,1615.93,434
2037,2021-03-26 22:00:00,5447,13.7,0.0,1.4,1615.93,433
2038,2021-03-26 23:00:00,3368,13.1,0.0,0.2,1615.93,450
2039,2021-03-27 00:00:00,2032,12.6,0.0,0.8,1615.58,444
2040,2021-03-27 01:00:00,1402,12.3,0.0,0.1,1615.58,443
2041,2021-03-27 02:00:00,1039,12.1,0.0,0.6,1615.58,439
2042,2021-03-27 03:00:00,966,11.9,0.0,1.7,1615.58,430
2043,2021-03-27 04:00:00,1188,11.6,0.0,0.4,1615.58,433
2044,2021-03-27 05:00:00,2240,11.1,0.0,1.5,1615.58,433
2045,2021-03-27 06:00:00,3410,10.4,0.0,1.4,1615.58,433
2046,2021-03-27 07:00:00,3833,10.3,0.0,1.8,1615.58,433
2047,2021-03-27 08:00:00,5395,11.5,0.0,2.4,1615.58,433
2048,2021-03-27 09:00:00,5724,12.6,0.0,3.0,1615.58,722
2049,2021-03-27 10:00:00,5714,13.1,0.0,2.8,1615.58,741
2050,2021-03-27 11:00:00,5272,13.6,0.0,2.7,1615.58,627
2051,2021-03-27 12:00:00,5638,14.9,0.0,2.7,1615.58,552
2052,2021-03-27 13:00:00,6009,13.1,0.0,3.2,1615.58,433
2053,2021-03-27 14:00:00,5681,12.1,0.0,4.4,1615.58,523
2054,2021-03-27 15:00:00,6064,11.4,4.0,4.2,1615.58,508
2055,2021-03-27 16:00:00,5314,11.2,0.0,3.9,1615.58,459
2056,2021-03-27 17:00:00,5485,11.1,0.0,3.3,1615.58,448
2057,2021-03-27 18:00:00,5610,11.1,9.8,3.9,1615.58,437
2058,2021-03-27 19:00:00,4940,11.2,0.0,3.7,1615.58,425
2059,2021-03-27 20:00:00,4687,11.5,0.0,3.3,1615.58,420
2060,2021-03-27 21:00:00,4179,11.7,5.8,2.4,1615.58,418
2061,2021-03-27 22:00:00,3560,12.0,0.0,2.5,1615.58,433
2062,2021-03-27 23:00:00,2112,12.2,0.0,2.5,1615.58,433
2063,2021-03-28 00:00:00,1340,12.4,5.9,2.2,1615.68,433
2064,2021-03-28 01:00:00,817,12.5,0.0,1.0,1615.68,433
2065,2021-03-28 02:00:00,585,12.8,0.0,3.1,1615.68,433
2066,2021-03-28 03:00:00,470,11.9,3.6,5.4,1615.68,433
2067,2021-03-28 04:00:00,487,10.6,0.0,6.2,1615.68,407
2068,2021-03-28 05:00:00,828,9.2,0.0,3.9,1615.68,433
2069,2021-03-28 06:00:00,1524,8.3,1.3,3.8,1615.68,433
2070,2021-03-28 07:00:00,2164,7.7,0.0,5.3,1615.68,433
2071,2021-03-28 08:00:00,3076,7.8,0.0,3.7,1615.68,433
2072,2021-03-28 09:00:00,4593,7.8,2.8,3.0,1615.68,433
2073,2021-03-28 10:00:00,5150,7.9,0.0,3.2,1615.68,433
2074,2021-03-28 11:00:00,5025,8.2,0.0,2.6,1615.68,433
2075,2021-03-28 12:00:00,5099,8.4,0.5,2.3,1615.68,346
2076,2021-03-28 13:00:00,5916,8.9,0.0,3.4,1615.68,410
2077,2021-03-28 14:00:00,5722,8.9,0.0,4.6,1615.68,433
2078,2021-03-28 15:00:00,5810,8.8,0.0,3.9,1615.68,433
2079,2021-03-28 16:00:00,5473,9.0,0.0,3.6,1615.68,410
2080,2021-03-28 17:00:00,5778,8.9,0.0,3.1,1615.68,439
2081,2021-03-28 18:00:00,5499,8.8,0.0,3.4,1615.68,450
2082,2021-03-28 19:00:00,5348,8.9,0.0,2.4,1615.68,428
2083,2021-03-28 20:00:00,4701,9.0,0.0,2.4,1615.68,433
2084,2021-03-28 21:00:00,5162,9.3,0.0,3.0,1615.68,417
2085,2021-03-28 22:00:00,4143,9.4,0.0,1.9,1615.68,433
2086,2021-03-28 23:00:00,3134,8.9,0.0,2.9,1615.68,433
2087,2021-03-29 00:00:00,1683,8.8,1.0,3.2,1615.55,445
2088,2021-03-29 01:00:00,1121,9.0,0.0,3.7,1615.55,423
2089,2021-03-29 02:00:00,962,8.9,0.0,3.4,1615.55,423
2090,2021-03-29 03:00:00,752,8.6,0.2,3.1,1615.55,433
2091,2021-03-29 04:00:00,1287,8.2,0.0,2.8,1615.55,433
2092,2021-03-29 05:00:00,4321,8.2,0.0,2.3,1615.55,433
2093,2021-03-29 06:00:00,6945,8.3,0.0,2.4,1615.55,433
2094,2021-03-29 07:00:00,6972,8.4,0.0,1.7,1615.55,403
2095,2021-03-29 08:00:00,5628,8.7,0.0,2.2,1615.55,433
2096,2021-03-29 09:00:00,4945,9.4,0.0,2.3,1615.55,433
2097,2021-03-29 10:00:00,4873,10.9,0.0,3.6,1615.55,358
2098,2021-03-29 11:00:00,4683,12.4,0.0,4.0,1615.55,433
2099,2021-03-29 12:00:00,5022,13.5,0.0,4.9,1615.55,413
2100,2021-03-29 13:00:00,5441,13.9,0.0,4.1,1615.55,433
2101,2021-03-29 14:00:00,5385,14.2,0.0,5.3,1615.55,422
2102,2021-03-29 15:00:00,5779,13.0,0.0,5.7,1615.55,433
2103,2021-03-29 16:00:00,6502,13.6,0.0,5.1,1615.55,437
2104,2021-03-29 17:00:00,6663,12.6,0.0,4.5,1615.55,502
2105,2021-03-29 18:00:00,5983,11.9,0.0,3.2,1615.55,509
2106,2021-03-29 19:00:00,5202,10.7,0.0,3.0,1615.55,504
2107,2021-03-29 20:00:00,4857,10.0,0.0,3.0,1615.55,456
2108,2021-03-29 21:00:00,4065,9.3,0.0,2.4,1615.55,443
